Drug1,Drug2,Label
DB00243,DB01320,4
DB01418,DB01437,4
DB00240,DB01320,4
DB01201,DB06282,4
DB00246,DB01320,4
DB00245,DB01320,4
DB01174,DB12332,4
DB00794,DB03756,4
DB01351,DB09090,4
DB00248,DB01320,4
DB00889,DB09280,4
DB00808,DB01045,4
DB00946,DB01437,4
DB00312,DB01074,4
DB00381,DB00607,4
DB01320,DB05351,4
DB00502,DB01201,4
DB00503,DB01201,4
DB01174,DB01192,4
DB00717,DB00794,4
DB00564,DB06016,4
DB00712,DB00794,4
DB01174,DB11581,4
DB01201,DB01223,4
DB00238,DB04572,4
DB00477,DB00615,4
DB00474,DB00615,4
DB00475,DB00615,4
DB00472,DB00615,4
DB01174,DB09082,4
DB00471,DB00615,4
DB00238,DB00857,4
DB01201,DB06148,4
DB00402,DB01320,4
DB00554,DB00673,4
DB00238,DB01588,4
DB00564,DB12161,4
DB00615,DB04572,4
DB00252,DB01394,4
DB00418,DB00455,4
DB00615,DB04574,4
DB00238,DB12267,4
DB00418,DB00568,4
DB00615,DB00877,4
DB00794,DB08893,4
DB00564,DB01136,4
DB00607,DB00653,4
DB00252,DB05541,4
DB00829,DB01174,4
DB00451,DB00651,4
DB00312,DB01105,4
DB00312,DB01104,4
DB00822,DB01174,4
DB00312,DB01100,4
DB00564,DB01229,4
DB00169,DB00312,4
DB00759,DB00794,4
DB00622,DB00794,4
DB00988,DB01201,4
DB00620,DB00794,4
DB00625,DB00794,4
DB00624,DB00794,4
DB00983,DB01201,4
DB00980,DB01201,4
DB00628,DB00794,4
DB00794,DB04946,4
DB00987,DB01201,4
DB00615,DB00980,4
DB00180,DB00312,4
DB00564,DB01087,4
DB00568,DB00599,4
DB00184,DB00312,4
DB00185,DB00312,4
DB00808,DB09280,4
DB00564,DB06742,4
DB00802,DB09280,4
DB00564,DB01085,4
DB01174,DB01274,4
DB00564,DB00812,4
DB00252,DB00477,4
DB00918,DB01174,4
DB00884,DB01154,4
DB00498,DB01154,4
DB00615,DB06595,4
DB00912,DB01174,4
DB00757,DB00794,4
DB00910,DB01174,4
DB00911,DB01174,4
DB01045,DB06292,4
DB00615,DB11737,4
DB01045,DB08918,4
DB01045,DB01410,4
DB00418,DB11560,4
DB00969,DB01045,4
DB01045,DB01418,4
DB00531,DB00794,4
DB00239,DB01601,4
DB01037,DB01201,4
DB01036,DB01201,4
DB00252,DB00701,4
DB00564,DB01105,4
DB01039,DB01201,4
DB00356,DB01174,4
DB00615,DB01126,4
DB00418,DB01174,4
DB01320,DB06016,4
DB00252,DB00889,4
DB00252,DB12161,4
DB01201,DB04841,4
DB00607,DB06712,4
DB09280,DB13179,4
DB00474,DB01220,4
DB00418,DB00559,4
DB01045,DB01424,4
DB00418,DB00554,4
DB00418,DB06589,4
DB00418,DB01589,4
DB00312,DB00458,4
DB01320,DB09297,4
DB00312,DB00455,4
DB00564,DB00568,4
DB00564,DB00641,4
DB01045,DB01186,4
DB00514,DB00564,4
DB01045,DB01184,4
DB01045,DB01183,4
DB00238,DB00503,4
DB00564,DB01103,4
DB00238,DB01219,4
DB00564,DB01595,4
DB00564,DB01597,4
DB00238,DB00502,4
DB00564,DB01591,4
DB00312,DB00344,4
DB00312,DB00528,4
DB00519,DB00564,4
DB01045,DB01349,4
DB01100,DB01201,4
DB01060,DB01601,4
DB01174,DB08906,4
DB01105,DB01201,4
DB01104,DB01201,4
DB00312,DB11575,4
DB01065,DB01601,4
DB00794,DB00845,4
DB01320,DB01384,4
DB00418,DB09216,4
DB00252,DB06155,4
DB00338,DB00418,4
DB01201,DB09296,4
DB00615,DB00734,4
DB00238,DB11362,4
DB01320,DB08918,4
DB00333,DB00418,4
DB00185,DB00238,4
DB00531,DB00615,4
DB00794,DB00842,4
DB00238,DB00312,4
DB00312,DB00980,4
DB00420,DB00564,4
DB00231,DB00312,4
DB00426,DB00564,4
DB00498,DB00849,4
DB00234,DB00312,4
DB00312,DB00987,4
DB00599,DB08992,4
DB00615,DB01104,4
DB00180,DB01201,4
DB00564,DB03756,4
DB00794,DB00829,4
DB00184,DB01201,4
DB00185,DB01201,4
DB00390,DB00794,4
DB00396,DB00794,4
DB00136,DB01174,4
DB00749,DB01201,4
DB00346,DB01201,4
DB00347,DB01201,4
DB01201,DB01219,4
DB01201,DB01218,4
DB00356,DB00564,4
DB00343,DB01201,4
DB01201,DB01215,4
DB00359,DB00564,4
DB01201,DB01216,4
DB00252,DB00700,4
DB00349,DB01201,4
DB00238,DB01104,4
DB00238,DB01105,4
DB00794,DB06710,4
DB00238,DB00451,4
DB00252,DB00371,4
DB00794,DB01062,4
DB00418,DB01118,4
DB00238,DB00455,4
DB00238,DB00454,4
DB00794,DB09078,4
DB00238,DB00458,4
DB00252,DB01435,4
DB00794,DB01068,4
DB00794,DB01069,4
DB00377,DB01201,4
DB01174,DB06694,4
DB00615,DB01002,4
DB00418,DB00420,4
DB00252,DB00647,4
DB00312,DB13874,4
DB01320,DB12026,4
DB00564,DB01355,4
DB00673,DB00991,4
DB01201,DB05271,4
DB01201,DB01274,4
DB00312,DB00475,4
DB00238,DB00647,4
DB00224,DB01174,4
DB00564,DB01171,4
DB00227,DB01174,4
DB00220,DB01174,4
DB00270,DB09280,4
DB00222,DB01174,4
DB00238,DB00531,4
DB00564,DB01179,4
DB00794,DB01120,4
DB00278,DB09280,4
DB00615,DB01138,4
DB00475,DB09280,4
DB00238,DB01075,4
DB01174,DB01200,4
DB01103,DB01320,4
DB00615,DB01131,4
DB00615,DB01132,4
DB01100,DB01320,4
DB01105,DB01320,4
DB00418,DB09048,4
DB00418,DB01075,4
DB00252,DB00655,4
DB00252,DB06292,4
DB00615,DB00628,4
DB00252,DB06777,4
DB00252,DB06770,4
DB00252,DB06772,4
DB01065,DB01174,4
DB00321,DB01045,4
DB01067,DB01174,4
DB00324,DB01045,4
DB00673,DB01075,4
DB00564,DB01028,4
DB00327,DB01045,4
DB00328,DB01045,4
DB00474,DB00498,4
DB00165,DB00252,4
DB01069,DB01174,4
DB01068,DB01174,4
DB00238,DB00448,4
DB00768,DB01201,4
DB01174,DB01263,4
DB01201,DB09166,4
DB01174,DB01261,4
DB00564,DB01008,4
DB00564,DB01006,4
DB00615,DB00661,4
DB00615,DB00682,4
DB00564,DB01002,4
DB00849,DB01054,4
DB00238,DB00624,4
DB01192,DB09280,4
DB00418,DB06268,4
DB01190,DB09280,4
DB00238,DB00620,4
DB00169,DB01201,4
DB00748,DB01320,4
DB00749,DB01320,4
DB00599,DB01142,4
DB00418,DB05541,4
DB00744,DB01320,4
DB00745,DB01320,4
DB00238,DB00628,4
DB00252,DB00433,4
DB00252,DB08798,4
DB00528,DB01355,4
DB00615,DB01227,4
DB01201,DB04898,4
DB00418,DB01171,4
DB00744,DB01045,4
DB00584,DB09280,4
DB00589,DB09280,4
DB00588,DB09280,4
DB00615,DB01229,4
DB00252,DB08931,4
DB00252,DB00347,4
DB00252,DB00346,4
DB01174,DB06712,4
DB00794,DB01124,4
DB00921,DB01045,4
DB00250,DB01045,4
DB00927,DB01045,4
DB00924,DB01045,4
DB00925,DB01045,4
DB00238,DB01466,4
DB01201,DB06216,4
DB00312,DB08881,4
DB00238,DB00997,4
DB01227,DB09280,4
DB00297,DB00312,4
DB00312,DB06595,4
DB00312,DB01026,4
DB01223,DB09280,4
DB01222,DB09280,4
DB00277,DB00451,4
DB01174,DB12267,4
DB01174,DB08439,4
DB00418,DB00540,4
DB01045,DB08798,4
DB01201,DB01591,4
DB01174,DB06710,4
DB01201,DB06710,4
DB01201,DB01595,4
DB00312,DB01248,4
DB00266,DB00615,4
DB00794,DB01380,4
DB00615,DB01045,4
DB00794,DB01384,4
DB00636,DB01045,4
DB00637,DB01045,4
DB00312,DB01242,4
DB00252,DB00502,4
DB00312,DB01244,4
DB00738,DB00794,4
DB00250,DB01320,4
DB00849,DB01151,4
DB00252,DB01320,4
DB00252,DB01105,4
DB00252,DB01103,4
DB00252,DB01100,4
DB01174,DB01177,4
DB00794,DB01232,4
DB00814,DB01045,4
DB00812,DB01045,4
DB00393,DB00607,4
DB01174,DB01319,4
DB00238,DB00278,4
DB00312,DB01068,4
DB00571,DB01201,4
DB00570,DB01201,4
DB00794,DB06237,4
DB00575,DB01201,4
DB01351,DB01427,4
DB00705,DB00794,4
DB00706,DB00794,4
DB00700,DB00794,4
DB00701,DB00794,4
DB01201,DB09078,4
DB01087,DB01174,4
DB01085,DB01174,4
DB00708,DB00794,4
DB01045,DB01256,4
DB00312,DB09216,4
DB00402,DB00615,4
DB00401,DB00615,4
DB00238,DB06287,4
DB00412,DB01320,4
DB00238,DB00849,4
DB00404,DB00615,4
DB01023,DB09280,4
DB01201,DB08827,4
DB01201,DB01424,4
DB00252,DB01216,4
DB00238,DB00842,4
DB00238,DB00843,4
DB00883,DB01201,4
DB00794,DB04841,4
DB01320,DB06710,4
DB00615,DB00883,4
DB00794,DB04846,4
DB00849,DB09216,4
DB01351,DB09288,4
DB00889,DB01201,4
DB00564,DB01227,4
DB00673,DB00945,4
DB00615,DB01159,4
DB00794,DB06155,4
DB01074,DB01355,4
DB00312,DB01118,4
DB00564,DB01015,4
DB00312,DB01114,4
DB00312,DB01115,4
DB00850,DB01174,4
DB00857,DB01174,4
DB00564,DB01016,4
DB00564,DB08827,4
DB00404,DB01201,4
DB00559,DB01418,4
DB00402,DB01201,4
DB00401,DB01201,4
DB00312,DB01261,4
DB00615,DB00674,4
DB00324,DB00615,4
DB00615,DB01156,4
DB00977,DB01201,4
DB00976,DB01201,4
DB01320,DB06803,4
DB00972,DB01201,4
DB00636,DB00794,4
DB00637,DB00794,4
DB00316,DB00615,4
DB00794,DB06712,4
DB00252,DB11921,4
DB01045,DB01171,4
DB00320,DB00615,4
DB00615,DB06292,4
DB01320,DB06155,4
DB00872,DB09280,4
DB00252,DB01628,4
DB00877,DB09280,4
DB01045,DB01177,4
DB00252,DB00497,4
DB00564,DB06777,4
DB00252,DB01154,4
DB01174,DB09090,4
DB01045,DB01175,4
DB00540,DB00599,4
DB00543,DB00599,4
DB00252,DB00584,4
DB00252,DB01156,4
DB00615,DB08827,4
DB00238,DB00617,4
DB00615,DB01154,4
DB00238,DB00338,4
DB00564,DB06770,4
DB00252,DB00589,4
DB00238,DB00339,4
DB00528,DB00794,4
DB00252,DB01621,4
DB00252,DB00588,4
DB01045,DB01409,4
DB00731,DB01320,4
DB01023,DB01201,4
DB01020,DB01201,4
DB00564,DB00744,4
DB01026,DB01201,4
DB01045,DB01075,4
DB00312,DB00731,4
DB01028,DB01201,4
DB01029,DB01201,4
DB00615,DB09078,4
DB01174,DB06144,4
DB00312,DB00738,4
DB00907,DB09280,4
DB00906,DB09280,4
DB00568,DB01351,4
DB00252,DB06016,4
DB01174,DB08931,4
DB00607,DB01115,4
DB00673,DB01274,4
DB00909,DB09280,4
DB00418,DB00528,4
DB00482,DB00615,4
DB00988,DB01320,4
DB00252,DB00499,4
DB00564,DB06595,4
DB00673,DB01177,4
DB00564,DB00988,4
DB01174,DB01558,4
DB01201,DB11915,4
DB00564,DB00987,4
DB00312,DB00420,4
DB00564,DB00637,4
DB00564,DB00636,4
DB00564,DB00983,4
DB00312,DB06697,4
DB01045,DB01194,4
DB00564,DB01588,4
DB00564,DB01589,4
DB00295,DB00564,4
DB00312,DB00884,4
DB01118,DB01201,4
DB00296,DB00564,4
DB00312,DB00889,4
DB01114,DB01201,4
DB01115,DB01201,4
DB01045,DB01198,4
DB00564,DB01587,4
DB01110,DB01201,4
DB01320,DB08877,4
DB01174,DB01589,4
DB01174,DB08910,4
DB01045,DB01355,4
DB01174,DB11915,4
DB00418,DB01218,4
DB01045,DB01351,4
DB01174,DB08918,4
DB00794,DB01220,4
DB09280,DB11737,4
DB00238,DB00655,4
DB00612,DB09280,4
DB00312,DB01409,4
DB01201,DB08868,4
DB00615,DB09280,4
DB00564,DB01026,4
DB00607,DB00890,4
DB00266,DB01220,4
DB00199,DB00238,4
DB00185,DB00564,4
DB00184,DB00564,4
DB00180,DB00564,4
DB00312,DB04841,4
DB00184,DB00418,4
DB00238,DB00889,4
DB00418,DB00471,4
DB00455,DB01174,4
DB00615,DB08910,4
DB00451,DB01174,4
DB01174,DB01396,4
DB00418,DB00857,4
DB00381,DB00794,4
DB00418,DB01037,4
DB00266,DB00849,4
DB00418,DB06292,4
DB00458,DB01174,4
DB00370,DB01201,4
DB01174,DB01394,4
DB00169,DB00564,4
DB00227,DB00615,4
DB00379,DB01201,4
DB01200,DB01201,4
DB00794,DB06702,4
DB00794,DB06700,4
DB01174,DB09389,4
DB01045,DB05271,4
DB00794,DB01012,4
DB00794,DB01242,4
DB00238,DB00444,4
DB00794,DB01016,4
DB00794,DB01015,4
DB00418,DB08439,4
DB00724,DB09280,4
DB00238,DB00768,4
DB00564,DB01348,4
DB00564,DB01349,4
DB00418,DB00983,4
DB00312,DB01220,4
DB00615,DB05271,4
DB00564,DB01340,4
DB00418,DB00988,4
DB00418,DB00458,4
DB00564,DB04846,4
DB04572,DB09280,4
DB00794,DB11575,4
DB00794,DB11574,4
DB01054,DB09280,4
DB01045,DB05246,4
DB00238,DB06595,4
DB00418,DB00783,4
DB00418,DB06739,4
DB00213,DB01174,4
DB00252,DB06203,4
DB00215,DB01174,4
DB00214,DB01174,4
DB00328,DB01601,4
DB00216,DB01174,4
DB00312,DB12267,4
DB00268,DB09280,4
DB01283,DB01320,4
DB00252,DB05351,4
DB00794,DB09396,4
DB00564,DB06228,4
DB00615,DB01105,4
DB01174,DB01410,4
DB00136,DB01045,4
DB00615,DB01100,4
DB00794,DB01129,4
DB00794,DB01128,4
DB01201,DB05351,4
DB00794,DB01126,4
DB00238,DB01008,4
DB00564,DB09570,4
DB00418,DB01076,4
DB00694,DB01174,4
DB00418,DB01074,4
DB00696,DB01174,4
DB00418,DB01072,4
DB00690,DB01174,4
DB00884,DB01355,4
DB00615,DB01551,4
DB00252,DB06742,4
DB00794,DB01241,4
DB00599,DB09167,4
DB01072,DB01174,4
DB00564,DB04938,4
DB01076,DB01174,4
DB01074,DB01174,4
DB01075,DB01174,4
DB01174,DB01551,4
DB00481,DB01045,4
DB01320,DB08439,4
DB00482,DB01045,4
DB00615,DB00678,4
DB00796,DB01201,4
DB00794,DB01201,4
DB00794,DB01466,4
DB00175,DB00559,4
DB00238,DB06282,4
DB00678,DB01174,4
DB00418,DB12267,4
DB00673,DB00712,4
DB00675,DB01174,4
DB00674,DB01174,4
DB00673,DB01174,4
DB00672,DB01174,4
DB00799,DB01201,4
DB00794,DB01264,4
DB00312,DB00745,4
DB00238,DB00612,4
DB00889,DB01320,4
DB00794,DB01261,4
DB01186,DB09280,4
DB00794,DB01263,4
DB00238,DB06203,4
DB00153,DB01201,4
DB01201,DB13179,4
DB00252,DB00426,4
DB00736,DB01320,4
DB00883,DB01320,4
DB00734,DB01320,4
DB00312,DB12026,4
DB01220,DB01351,4
DB00593,DB09280,4
DB00615,DB01215,4
DB01009,DB01174,4
DB01220,DB01355,4
DB01045,DB11817,4
DB00615,DB01219,4
DB00615,DB01218,4
DB01201,DB01601,4
DB01174,DB12483,4
DB00248,DB01174,4
DB01320,DB05541,4
DB00794,DB01104,4
DB00268,DB01045,4
DB00255,DB00607,4
DB01174,DB09227,4
DB00794,DB01115,4
DB00252,DB00356,4
DB00564,DB06702,4
DB01320,DB01424,4
DB00252,DB00359,4
DB00263,DB01045,4
DB00266,DB01355,4
DB00264,DB01045,4
DB00266,DB01045,4
DB00799,DB01045,4
DB01201,DB06803,4
DB01174,DB11614,4
DB00312,DB01587,4
DB00312,DB08893,4
DB01174,DB01418,4
DB00252,DB01296,4
DB00312,DB01589,4
DB00312,DB01588,4
DB00796,DB01045,4
DB00794,DB04871,4
DB01174,DB11613,4
DB00615,DB01409,4
DB00615,DB01074,4
DB00794,DB01410,4
DB00252,DB01355,4
DB00418,DB01221,4
DB00647,DB01320,4
DB00312,DB01274,4
DB00252,DB00514,4
DB00277,DB00615,4
DB00270,DB00615,4
DB00318,DB01045,4
DB00794,DB01396,4
DB00418,DB03756,4
DB00643,DB01045,4
DB00794,DB00814,4
DB00641,DB01045,4
DB00316,DB01045,4
DB00647,DB01045,4
DB00794,DB08828,4
DB00238,DB01118,4
DB00252,DB01171,4
DB00615,DB01076,4
DB00252,DB01177,4
DB00252,DB01175,4
DB00474,DB01427,4
DB00312,DB01054,4
DB00252,DB01179,4
DB00312,DB06694,4
DB00091,DB00615,4
DB00568,DB01201,4
DB00862,DB01045,4
DB00252,DB00495,4
DB00794,DB01435,4
DB00865,DB01045,4
DB00869,DB01045,4
DB00794,DB01418,4
DB00564,DB01201,4
DB01351,DB01418,4
DB00567,DB01201,4
DB00731,DB00794,4
DB00615,DB12332,4
DB01351,DB09167,4
DB01045,DB01104,4
DB01098,DB01174,4
DB00734,DB00794,4
DB00736,DB00794,4
DB01174,DB04574,4
DB01095,DB01174,4
DB01097,DB01174,4
DB00794,DB08827,4
DB01174,DB04572,4
DB00136,DB09280,4
DB00390,DB01320,4
DB09082,DB09280,4
DB00395,DB01320,4
DB00673,DB01009,4
DB00396,DB01320,4
DB00418,DB00615,4
DB00794,DB01394,4
DB00469,DB01320,4
DB00615,DB08893,4
DB00238,DB00877,4
DB00238,DB00683,4
DB01320,DB06700,4
DB00238,DB00426,4
DB01320,DB06702,4
DB00615,DB00897,4
DB00252,DB01009,4
DB00897,DB01201,4
DB00898,DB01201,4
DB00252,DB01006,4
DB00252,DB00458,4
DB00615,DB00898,4
DB00252,DB01002,4
DB09280,DB12161,4
DB00607,DB01074,4
DB00849,DB01174,4
DB00312,DB00622,4
DB00238,DB01587,4
DB00794,DB11613,4
DB00564,DB06292,4
DB00842,DB01174,4
DB00843,DB01174,4
DB00845,DB01174,4
DB00312,DB01126,4
DB00312,DB01384,4
DB00564,DB11921,4
DB00608,DB00794,4
DB00412,DB01201,4
DB00280,DB09280,4
DB00252,DB01409,4
DB00418,DB01201,4
DB00602,DB00794,4
DB00238,DB00347,4
DB01174,DB01179,4
DB00309,DB00615,4
DB00564,DB09297,4
DB00264,DB01320,4
DB00307,DB00615,4
DB00312,DB00726,4
DB00969,DB01201,4
DB00263,DB01320,4
DB00312,DB06739,4
DB00794,DB01072,4
DB00794,DB05541,4
DB00564,DB06725,4
DB00307,DB01320,4
DB00862,DB09280,4
DB00564,DB08439,4
DB01320,DB06144,4
DB01320,DB06145,4
DB00615,DB06702,4
DB01045,DB08906,4
DB00418,DB04743,4
DB00312,DB05351,4
DB00312,DB06738,4
DB00418,DB08931,4
DB00418,DB01120,4
DB00564,DB01240,4
DB00564,DB00799,4
DB01045,DB01174,4
DB00312,DB01192,4
DB00418,DB05381,4
DB01045,DB08922,4
DB00518,DB00794,4
DB00612,DB01045,4
DB00599,DB09216,4
DB00849,DB09227,4
DB00514,DB00794,4
DB00238,DB00295,4
DB00564,DB00755,4
DB00238,DB00297,4
DB00238,DB00296,4
DB00564,DB00751,4
DB00091,DB00312,4
DB00564,DB00758,4
DB01320,DB11921,4
DB01045,DB01219,4
DB01045,DB01218,4
DB01045,DB06216,4
DB01174,DB08868,4
DB00418,DB01220,4
DB00910,DB09280,4
DB00911,DB09280,4
DB00238,DB00845,4
DB01174,DB08860,4
DB00312,DB00426,4
DB00418,DB01283,4
DB00418,DB01229,4
DB01355,DB01427,4
DB00863,DB01045,4
DB01320,DB04946,4
DB01045,DB06697,4
DB00474,DB09227,4
DB00418,DB00530,4
DB00615,DB11574,4
DB01174,DB06210,4
DB01174,DB06216,4
DB00390,DB01174,4
DB01320,DB12483,4
DB00564,DB00620,4
DB00564,DB00622,4
DB00564,DB00991,4
DB00564,DB00624,4
DB00564,DB00625,4
DB01154,DB09216,4
DB00949,DB01045,4
DB00312,DB00540,4
DB01183,DB01320,4
DB00312,DB00543,4
DB00312,DB00544,4
DB00564,DB00575,4
DB00312,DB00546,4
DB00312,DB00549,4
DB01174,DB11921,4
DB01166,DB01201,4
DB00749,DB01045,4
DB00312,DB01098,4
DB01201,DB12332,4
DB01045,DB06738,4
DB00615,DB11915,4
DB00564,DB01069,4
DB00418,DB01261,4
DB01186,DB01320,4
DB01154,DB09232,4
DB00849,DB00884,4
DB00250,DB01220,4
DB00615,DB06155,4
DB01351,DB09289,4
DB00615,DB01216,4
DB00339,DB01174,4
DB00607,DB00884,4
DB00474,DB09167,4
DB00418,DB00624,4
DB00136,DB01201,4
DB00615,DB12483,4
DB00418,DB00850,4
DB00252,DB00799,4
DB00564,DB01248,4
DB00564,DB01012,4
DB00252,DB00296,4
DB00564,DB06708,4
DB00379,DB00564,4
DB00440,DB01174,4
DB00238,DB00528,4
DB00367,DB01201,4
DB01174,DB06145,4
DB00371,DB00564,4
DB00448,DB01174,4
DB00377,DB00564,4
DB00238,DB11613,4
DB00361,DB01201,4
DB00458,DB00849,4
DB00673,DB04898,4
DB00178,DB00564,4
DB01039,DB01045,4
DB00564,DB01154,4
DB01037,DB01045,4
DB01036,DB01045,4
DB00312,DB00946,4
DB00177,DB00564,4
DB00794,DB06777,4
DB00564,DB00608,4
DB00312,DB00943,4
DB00312,DB06237,4
DB00248,DB09280,4
DB00794,DB01002,4
DB00794,DB01006,4
DB01201,DB06789,4
DB01355,DB09288,4
DB01355,DB09289,4
DB01201,DB08798,4
DB00622,DB01174,4
DB00615,DB09082,4
DB00418,DB00991,4
DB00418,DB00440,4
DB00794,DB01216,4
DB00661,DB01045,4
DB01045,DB06739,4
DB00289,DB00564,4
DB00418,DB00448,4
DB00312,DB00897,4
DB01045,DB08877,4
DB00280,DB00564,4
DB00281,DB00564,4
DB01355,DB09235,4
DB00564,DB01159,4
DB00564,DB01100,4
DB00208,DB01174,4
DB00238,DB01253,4
DB00091,DB01201,4
DB00204,DB01174,4
DB00564,DB01156,4
DB00564,DB01151,4
DB00203,DB01174,4
DB00564,DB01621,4
DB00201,DB01174,4
DB00281,DB00794,4
DB00280,DB00794,4
DB00564,DB09477,4
DB00285,DB00794,4
DB00238,DB01409,4
DB00238,DB00514,4
DB00564,DB01396,4
DB00238,DB00518,4
DB00564,DB01393,4
DB00564,DB01392,4
DB00451,DB09280,4
DB01124,DB01320,4
DB00615,DB01110,4
DB01126,DB01320,4
DB00794,DB01138,4
DB01120,DB01320,4
DB00238,DB01016,4
DB00615,DB01115,4
DB00238,DB00898,4
DB00794,DB01219,4
DB00615,DB01118,4
DB00615,DB11828,4
DB01129,DB01320,4
DB01128,DB01320,4
DB00252,DB00983,4
DB00794,DB01218,4
DB00682,DB01174,4
DB00683,DB01174,4
DB01045,DB01103,4
DB00564,DB01261,4
DB00564,DB01558,4
DB00091,DB00607,4
DB00688,DB01174,4
DB00564,DB01124,4
DB01174,DB13874,4
DB00726,DB01355,4
DB00252,DB00395,4
DB00498,DB01045,4
DB00499,DB01045,4
DB00238,DB00976,4
DB00238,DB01068,4
DB00564,DB12332,4
DB00794,DB11362,4
DB00238,DB08877,4
DB00496,DB01045,4
DB01201,DB01248,4
DB00784,DB01201,4
DB01355,DB01418,4
DB00615,DB00647,4
DB00252,DB00708,4
DB00615,DB00641,4
DB00615,DB00643,4
DB00783,DB01201,4
DB00564,DB01020,4
DB00564,DB01023,4
DB00788,DB01201,4
DB00546,DB01320,4
DB00607,DB04743,4
DB01045,DB04574,4
DB00185,DB00252,4
DB00184,DB00252,4
DB00794,DB01253,4
DB00238,DB01708,4
DB00180,DB00252,4
DB00359,DB00794,4
DB00794,DB01256,4
DB00356,DB00794,4
DB00794,DB01357,4
DB00724,DB01320,4
DB00726,DB01320,4
DB01201,DB01410,4
DB00312,DB00603,4
DB00794,DB09232,4
DB00794,DB09231,4
DB00091,DB01355,4
DB00794,DB09236,4
DB00794,DB09235,4
DB06708,DB09280,4
DB00312,DB07615,4
DB00794,DB09238,4
DB00165,DB00474,4
DB00564,DB08860,4
DB00252,DB00749,4
DB06700,DB09280,4
DB01174,DB09230,4
DB00277,DB01045,4
DB01174,DB09232,4
DB00481,DB09280,4
DB01174,DB09235,4
DB00169,DB00252,4
DB01174,DB09238,4
DB01045,DB04938,4
DB01174,DB01427,4
DB00418,DB01242,4
DB00312,DB00471,4
DB00278,DB01045,4
DB00564,DB04876,4
DB00312,DB01591,4
DB00784,DB01045,4
DB00783,DB01045,4
DB00418,DB01104,4
DB00312,DB09555,4
DB00252,DB00390,4
DB00788,DB01045,4
DB00252,DB01349,4
DB00615,DB01068,4
DB00559,DB01095,4
DB09280,DB11828,4
DB00615,DB01062,4
DB01085,DB09280,4
DB00682,DB01437,4
DB01087,DB09280,4
DB00240,DB00615,4
DB00243,DB00615,4
DB00309,DB01045,4
DB00599,DB01054,4
DB01320,DB01708,4
DB00312,DB01264,4
DB00246,DB00615,4
DB01256,DB01320,4
DB01253,DB01320,4
DB00307,DB01045,4
DB00656,DB01045,4
DB00252,DB06403,4
DB00252,DB01166,4
DB00615,DB05541,4
DB00849,DB04743,4
DB00401,DB00607,4
DB00870,DB01045,4
DB00554,DB01201,4
DB00553,DB01201,4
DB00877,DB01045,4
DB00726,DB00794,4
DB00724,DB00794,4
DB00559,DB01201,4
DB00564,DB11737,4
DB00794,DB06144,4
DB01551,DB09280,4
DB00312,DB01128,4
DB00418,DB01050,4
DB00426,DB00615,4
DB01045,DB01196,4
DB00420,DB00615,4
DB00471,DB01320,4
DB00238,DB00864,4
DB00238,DB00865,4
DB00238,DB00862,4
DB00477,DB01320,4
DB00238,DB00471,4
DB01174,DB01222,4
DB00418,DB00675,4
DB00252,DB00361,4
DB09280,DB11915,4
DB00312,DB06216,4
DB00498,DB00599,4
DB00620,DB01045,4
DB00312,DB00983,4
DB00252,DB01016,4
DB00607,DB00661,4
DB00252,DB01012,4
DB00312,DB01136,4
DB00877,DB01174,4
DB00418,DB08992,4
DB00870,DB01174,4
DB00872,DB01174,4
DB01431,DB09280,4
DB00564,DB06282,4
DB01174,DB05541,4
DB00312,DB01138,4
DB00312,DB01551,4
DB00420,DB01201,4
DB00564,DB06290,4
DB00238,DB00921,4
DB00312,DB00850,4
DB00426,DB01201,4
DB00612,DB00794,4
DB00613,DB00794,4
DB00615,DB01222,4
DB00617,DB00794,4
DB00615,DB00794,4
DB00339,DB00615,4
DB00338,DB00615,4
DB00278,DB01320,4
DB00252,DB06210,4
DB00332,DB00615,4
DB00337,DB00615,4
DB00564,DB00778,4
DB01054,DB01154,4
DB00564,DB06737,4
DB00312,DB01232,4
DB00564,DB06739,4
DB00564,DB06155,4
DB00794,DB06287,4
DB00312,DB01559,4
DB01045,DB09026,4
DB00266,DB01154,4
DB00615,DB00938,4
DB01601,DB05246,4
DB01174,DB07615,4
DB00794,DB01037,4
DB01045,DB01192,4
DB00589,DB01320,4
DB00564,DB09288,4
DB00418,DB06210,4
DB00564,DB06605,4
DB00564,DB01274,4
DB00502,DB00794,4
DB00503,DB00794,4
DB00604,DB00794,4
DB00849,DB09232,4
DB00758,DB01174,4
DB01320,DB06737,4
DB00849,DB09231,4
DB00849,DB09236,4
DB00759,DB01174,4
DB00794,DB01036,4
DB00238,DB00280,4
DB00238,DB00281,4
DB01045,DB01200,4
DB00238,DB00738,4
DB00312,DB00717,4
DB00395,DB00564,4
DB00564,DB00768,4
DB00607,DB07615,4
DB01320,DB11915,4
DB00295,DB00418,4
DB01320,DB11362,4
DB00794,DB06595,4
DB00794,DB00909,4
DB00925,DB09280,4
DB00924,DB09280,4
DB01118,DB01174,4
DB00238,DB00734,4
DB09280,DB09555,4
DB01174,DB06209,4
DB00344,DB01351,4
DB00312,DB00396,4
DB00312,DB00390,4
DB00252,DB00278,4
DB00418,DB00502,4
DB00599,DB00615,4
DB01174,DB06203,4
DB00615,DB00724,4
DB01174,DB06207,4
DB00312,DB00404,4
DB00564,DB00617,4
